6.,Eugene Ubalijoro,Independent,5/5,4/4,N/A,N/A,4/4,4/4
7.,Risper Alaro Mukoto,Independent,5/5,4/4,N/A,N/A,4/4,N/A
8.,Angela Wamola,Independent,5/5,N/A,4/4,N/A,N/A,4/4
