"31 December
2020"
FRw’000
"145,491,017"
"(32,697,702)"
"112,793,315"
"12,796,749"
"9,924,689"
"8,460,697"
"251,793"
"144,227,243"
"(37,128,906)"
"(1,647,235)"
"(2,982,619)"
"102,468,483"
"(23,232,754)"
"(3,699,376)"
"(18,241,423)"
"(45,173,553)"
"57,294,930"
"(228,644)"
"57,066,286"
"(18,632,997)"
"38,433,289"
"99,845"
"38,533,134"
"38,011,181"
"521,953"
42.6
