Share capital,37 (i),"9,045,474","8,967,592"
Share premium,37 (ii),"76,573,491","74,795,986"
Revaluation reserves,37(iii),"13,000,149","13,000,149"
Retained earnings,37(iv),"120,862,519","96,995,779"
Equity attributable to the owners of the parent,,"219,481,633","193,759,506"
Non-controlling interests,,"1,329,253","945,575"
TOTAL EQUITY,,"220,810,886","194,705,081"
TOTAL LIABILITIES AND EQUITY,,"1,019,075,587","877,401,364"
