Summarised statement of profit or loss and other comprehensive income,"31 Dec 24
Frw’000","31 Dec 23
Frw’000"
,"15,351,291",
,"(7,489,980)",
,"(4,211,001)",
,"2,476,894",
,"(1,667,848)",
,"4,459,356",
,"4,459,356",
