"31 Dec 24
Frw’000","31 Dec 23
Frw’000"
"625,591,082",
"42,974,879",
"32,490",
"668,598,451",
"(5,994,202)",
"662,604,249",
"91,613,557",
"38,185,365",
"922,491",
"(62,188,148)",
"68,533,265",
"5,517,872",
"476,330",
"5,994,202",
