Column,2019,Column,Column,Column,2018
,ECL staging,,,,
,"Stage 1
12 month ECL","Stage 2
Lifetime ECL","Stage 3
Lifetime ECL",Total,
,FRw’000,FRw’000,FRw’000,FRw’000,FRw’000
A,"40,312,770",-,-,"40,312,770","154,360"
A-,"635,702",-,-,"635,702",-
A+,"24,203,073",-,-,"24,203,073","54,432,235"
AA,"13,862",-,-,"13,862",-
B,"496,208",-,,"496,208","19,915,115"
B+,"11,695,725",-,-,"11,695,725","30,785,600"
BB-,"6,132",-,-,"6,132",-
Expected credit loss,"(77,015)",-,-,"(77,015)","(76,954)"
Carrying amount,"77,284,457",-,-,"77,284,457","105,210,356"
