"31 December
2020"
FRw’000
"Amortised
cost"
"101,617,065"
"30,890,855"
"10,328,160"
"(814,166)"
"142,021,914"
"117,121,813"
"13,156,170"
"12,558,097"
"(814,166)"
"142,021,914"
