2011
Rwf’000
"22,671,124"
"(6,075,680)"
"16,595,444"
"4,326,856"
"7,643,851"
"888,719"
"29,454,870"
"(4,544,321)"
"(49,920)"
"24,860,629"
"(7,070,435)"
"(146,348)"
"(2,285,972)"
"(4,703,966)"
"(14,206,721)"
"10,653,908"
"(1,965,143)"
"8,688,765"
15.62
