Maturing between 3-12 months,"98,157,324","47,878,611"
Maturing between 1-5 years,"20,013,783","24,944,555"
Maturing between >5 years,"7,188,123","1,500,000"
Expected credit losses,"(562,116)","(728,368)"
,"124,797,114","73,594,798"
