Column,2017,Column,Column,Column,2016,Column
"Treasury
Bills",,"Treasury
Bonds","Other
securities",Total,"Treasury
Bills","Treasury
Bonds"
FRw’000,,FRw’000,FRw’000,FRw’000,FRw’000,FRw’000
"1 January 74,355,403",,"3,607,203",-,"77,962,606","60,935,402","2,636,110"
"Additions 307,645,666",,"6,250,527","19,606,605","333,502,798","383,392,982","2,213,531"
"Maturities (314,585,535)",,"(2,630,946)",-,"(317,216,481)","(369,972,981)","(1,242,438)"
"31 December 67,415,534",,"7,226,784","19,606,605","94,248,923","74,355,403","3,607,203"
