2014,Repayment,Revaluation,"Additional
Drawdown",Interest,2013
FRw’000,,,,,
"1,758,184",,,,,
"11,148,524",,,,,
"7,203,662",,,,,
"6,860,630",,,,,
"6,098,338",,,,,
"6,860,629",,,,,
"39,929,967",,,,,
