latoT,000‘fwR,Column,"633,082,01","383,080,3","060,512,01","977,575,32",Column,"181,509,3","181,753,1","263,262,5",Column,"714,313,81","551,573,6"
"ssergorp
ni
kroW",000‘fwR,,-,"388,883",-,"388,883",,-,-,-,,"388,883",-
"dna tnempiuqe
sgnttifi
,erutinruF",000‘fwR,,"585,648,2","979,175,1",-,"465,814,4",,"382,404,1","365,037","648,431,2",,"817,382,2","203,244,1"
rotoM selcihev,000‘fwR,,"634,113","058,08",-,"682,293",,"869,891","923,84","792,742",,"989,441","864,211"
retupmoC tnempiuqe,000‘fwR,,"810,309","565,773",-,"385,082,1",,"733,237","842,952","585,199",,"899,882","186,071"
gnidliuB,000‘fwR,,"521,881,6","601,166","060,512,01","192,460,71",,"395,965,1","140,913","436,888,1",,"756,571,51","235,816,4"
dnaL,000‘fwR,,"271,13",,-,"271,13",,-,-,-,,"271,13","271,13"
"0102
rebmeceD
13
)a(",,NOITAULAVER/TSOC,"0102
yraunaJ
1
tA",snotiiddA,notiaulaveR,"0102
rebmeceD
13
tA",NOITAICERPED,"0102
yraunaJ
1
tA","raey
eht
rof
egrahC","0102
rebmeceD
13
tA","EULAV
KOOB
TEN","0102
rebmeceD
13
tA","9002
rebmeceD
13
tA"
