"Kenya’s Bank
Analysis",Equity Bank (Kenya) Limited,Column,Column
Security Class,"Rating
Scale",Rating,"Rating
Outlook"
Long Term,National,AA-(KE),Stable
Short Term,National,A1+(KE),
