Group,Column,Bank,Column
2013,2012,2013,201
,"192
27,531
3,125",,
390,,272,
"27,848",,"24,847",
"3,652",,"3,191",
"31,890","30,848","28,310",
,"(196)
(5,214)
(1,474)",,
(103),,(33),
"(3,971)",,"(3,212)",
"(1,325)",,"(1,375)",
"(5,399)","(6,884)","(4,620)",
"26,491","23,964","23,690",
