2015,2014,2015
,"22,364
2,563
622
120
(28)
(37)
-
1,590
(242)
(822)
(100)
1,436",
"23,958",,"7,822"
"3,297",,-
686,,-
145,,-
-,,-
26,,-
102,,-
"2,433",,-
-,,-
-,,-
-,,-
"2,142",,-
"32,789","27,466
(44,398)
(4,832)
50,430
(67)
288
(46)","7,822"
"(42,382)",,-
"(1,475)",,(35)
"38,926",,-
(83),,"(5,878)"
"4,439",,(12)
(67),,-
"32,147","28,841
(6,022)","1,897"
"(7,926)",,(384)
"24,221","22,819","1,513"
,"(3,400)
(1,978)
142
-
100
2,780
-
(16,528)
13,076",
"(4,673)",,-
"(2,258)",,-
2,,-
-,,-
-,,-
-,,-
"3,211",,"(4,546)"
"(23,961)",,
"28,247",,-
568,"(5,808)","(4,546)"
,"(5,554)
6,533
(3,027)
(1,436)
-",
"(6,665)",,"(6,665)"
"20,527",,-
"(10,517)",,-
"(2,142)",,-
"3,170",,"3,170"
"4,373","(3,484)","(3,495)"
"29,162","13,527
163
307
-
33,042","(6,528)"
547,,-
"(3,617)",,-
"(7,757)",,-
"47,039",,"8,418"
"65,374","47,039","1,890"
