2010,Column,2010
"18,503",,"11,747"
"78,299",,"72,902"
3,,-
"31,988",,"31,911"
"1,260",,"1,260"
887,,-
"6,970",,"5,693"
30,,4
"1,041",,754
-,,"5,084"
106,,"1,239"
"3,784",,"3,235"
86,,-
61,,61
"143,018","100,812","133,890"
,"69,843
20
-
6,487
1,554",
"104,431",,"95,204"
701,,657
5,,-
"7,963",,"7,464"
"2,714",,"2,258"
"115,814","77,904","105,583"
,"1,851
12,161
7,110
113
449
(201)
11
(67)
1,481",
"1,851",,"1,851"
"12,161",,"12,161"
"11,204",,"11,941"
(990),,(990)
414,,382
(325),,-
40,,-
(113),,-
"2,962",,"2,962"
"27,204","22,908","28,307"
"143,018","100,812","133,890"
