Group,Column,2019,Column,2018,Column
,Note,Shs’ millions,%,Shs’ millions,%
,,"62,134",10%,,
,,472,0%,,
,,"172,208",28%,,
,,19,0%,,
,,"362,373",60%,,
,,"4,067",1%,,
,,"8,358",1%,,
,,"609,631",,,
,,"53,325",,,
,,"33,283",,,
,,"86,608",,,
,,"696,239",,,
,,"12,694",98%,,
,,61,1%,,
,,159,1%,,
,,"12,914",,,
