Shs’ millions
"13,712"
"16,849"
"(4,851)"
(228)
"25,482"
(6)
(19)
(25)
"25,457"
"377,311"
"227,469"
"(202,879)"
"(41,545)"
"2,916"
"363,272"
(158)
(41)
(2)
(201)
"363,071"
"3,242"
"6,749"
"(4,343)"
(11)
(181)
"5,456"
"393,984"
"74,922"
"319,062"
"393,984"
