Performance,2018,2019
Total revenue,"2,164","2,890"
Customer deposits,"20,169","21,763"
Total assets,"27,004","30,333"
PBT,"1 ,008","1,504"
Customer numbers,"616,086","685,258"
Employee numbers,286,286
ATM’s,18,21
Branches,13,14
Agents,990,"1,503"
