Group,Column,Bank,Column
2013,2012,2013,2012
"4,289","2,350","4,123",
,"373
1,317
(82)",,
309,,210,
"2,243",,"1,750",
(150),,(124),
"2,402","1,608
410
(79)","1,836",
734,,673,
"(1,425)",,"(1,331)",
"1,711",1939,"1,178",
"6,000","4,289","5,301",
"171,363","135,692","152,029",
