Group,Column,Bank,Column
2013,2012,2013,2012
"4,631","356
1
248
6,075
1
631
52,658
9
38,086","4,531",
22,,22,
"1,567",,"1,498",
"1,623",,225,
2,,2,
"2,132",,126,
"60,424",,"60,409",
35,,35,
"46,699",,"46,649",
"117,134","98,065","113,497",
