Number of branches across the region:,284
Number of ATMs across the region:,693
Number of Online banking users:,"49,049"
Number of Agents:,"35,272"
Number of Equitel customers:,"2,780,304"
"Number of active users on
EazzyBanking App:","199,683"
"Number of EazzyBanking App
downloads:","464,387"
