Group,Column,Bank
2012,2011,2012
"4,141","3303
13,956
40,298","4,141"
"12,776",,"11,623"
"42,652",,"38,819"
"59,569","57,557","54,583"
"63,642","46,338
12,279","55,180"
"16,770",,"16,770"
"80,412","58,617","71,950"
"139,981","116,174","126,533"
"34,544","23,369","29,733"
"105,437","92,805","96,800"
"139,981","116,174","126,533"
