"Fair
Value"
"45,565"
"152,914"
"48,700"
"247,179"
"(190,755)"
"(32,482)"
"(223,237)"
"35,598"
"130,334"
1
"37,591"
"203,523"
"(164,338)"
"(17,521)"
"(181,859)"
