Group,Column,Bank,Column
2013,2012,2013,201
"48,021","42,652
12,776
4,141
63,642
16,770","43,448",
"13,649",,"13,209",
"5,455",,"5,379",
"81,249",,"66,305",
"28,989",,"28,989",
"177,363","139,982","157,330",
"38,612","34,544
105,437","33,020",
"138,751",,"124,310",
"177,363","139,981","157,330",
