Group,Column,Bank,Column
2013,2012,2013,2012
"4,289","2,350
1,317
373
410
(79)
(82)","4,123",
"2,243",,"1,750",
311,,211,
734,,673,
"(1,425)",,"(1,331)",
(150),,(124),
"6,000","4,289","5,301",
