2010,Column,2010
"13,775",,"12,885"
"(2,062)",,"(1,829)"
"11,713","9,170
1,382","11,056"
"1,644",,"1,528"
"1,644","1,382
286
4,838","1,528"
"2,925",,"2,437"
"5,871",,"5,172"
"22,153","15,676","20,193"
,"(1,035)",
"(1,905)",,"(1,558)"
"20,248","14,641","18,635"
,"(4,339)
(645)
(1,174)
(3,263)",
"(5,266)",,"(4,455)"
(609),,(547)
"(1,489)",,"(1,258)"
"(3,934)",,"(3,063)"
"(11,298)","(9,421)","(9,323)"
,"5,220
58",
"8,950",,"9,312"
95,,95
"9,045","5,278
(1,044)","9,407"
"(1,913)",,"(1,852)"
"7,132","4,234","7,555"
"7,132","4,234","7,555"
1.93,1.14,2.04
