EQUITY BANK KENYA LIMITED,Column,EQUITY GROUP HOLDINGS LIMITED,Column,Column,Column
BANK,,COMPANY,,GROUP,
31st Dec 2016,"31st Dec 2015
Shs. ‘000’
(Audited)
6,284,864
24,422,525
-
-
34,330,074
20,430,871
18,227,880
2,202,991
13,899,203
13,899,203
-
2,193,439
14,360,868
293,547
225,036,662
3,303,119
-
-
-
8,494
8,844,622
3,999
3,824,242
2,783,284",31st Dec 2016,"31st Dec 2015
Shs. ‘000
(Audited)
1,890,232
-
-
-
-
-
-
-
-
-
-
-
-
-
-
8,318,078
-
59,345,161
-
-
-
-
-
-
-",31st Dec 2016,
Shs. ‘000,,Shs. ‘000’,,Shs. ‘000,
(Audited),,(Audited,,(Audited),
"4,840,798",,"8,012,137",,"11,854,456",
"11,537,111",,-,,"11,537,111",
-,,-,,-,
-,,-,,-,
"93,097,439",,-,,"100,588,954",
"21,655,268",,-,,"26,291,502",
"19,452,277",,-,,"19,452,277",
"2,202,991",,-,,"6,839,225",
"71,442,171",,-,,"74,297,451",
"71,442,171",,-,,"71,442,171",
-,,-,,"2,855,280",
"5,000,000",,-,,"5,316,369",
"20,767,981",,-,,"35,738,191",
-,,"7,807",,"150,494",
"213,805,548",,-,,"266,068,089",
"3,369,966",,"704,110",,"382,615",
-,,-,,-,
"-
-",,"64,721,117
-",,"-
-",
"8,494",,-,,"8,494",
"7,334,622",,-,,"13,754,329",
"3,953",,-,,"114,898",
"5,606,711",,-,,"6,406,911",
"2,938,970
-",,"-
-",,"3,260,243
-",
"11,437,403
379,748,996","15,639,579
341,329,318","1,074
73,446,245","33,459
69,586,931","18,531,981
473,713,133",
,"-
236,609,649
565,208
-
8,577,750
33,587,610
8,108,043
-
-
-
-
6,441,445",,"-
-
-
-
-
-
2,475,408
137,251
-
-
-
11,080",,
-,,-,,-,
"277,274,668",,-,,"337,198,618",
"5,193",,-,,"5,193",
-,,-,,-,
-,,-,,"198,920",
"43,726,761",,-,,"45,770,072",
-,,"2,558,355",,-0,
"313,642
-",,"-
-",,"506,774
-",
-,,-,,"177,522",
-,,-,,-,
"6,087,692",,748,,"7,878,937",
"327,407,956","293,889,704","2,559,103","2,623,738","391,736,036",
,"30,000,000
9,964,132
(1,469,084)
7,695,203
1,249,363
-
-
-",,"1,886,837
16,062,607
-
41,466,399
-
-
7,547,350
-",,
"30,000,000",,"1,886,837",,"1,886,837",
"9,964,132",,"16,062,607",,"16,062,607",
"(785,889)",,-,,"(7,051,002)",
"11,284,120",,"45,390,349",,"60,550,117",
"1,878,677",,-,,"2,280,654",
-,,-,,-,
-,,"7,547,350",,"7,547,350",
-,,-,,"700,533",
"52,341,039","47,439,613","70,887,143","66,963,193","81,977,096",
"379,748,996","341,329,318","73,446,245","69,586,931","473,713,133",
