"In millions
of Kenya
Shillings",Column,Column,2014,Column,Column,Column,Column,2013,Column,Column,Column,Column
,Kenya,Uganda,"South
Sudan",Rwanda,Tanzania,Total,Kenya,Uganda,"South
Sudan",Rwanda,Tanzania,Total
Total asset,"276,115","13,535","30,447","11,520","15,191","344,572","238,194","12,833","23,321","6,204","8,091","277,729"
"Net Interest
Income","26,160","1,074",814,599,523,"29,175","23,690","1,004","1,026",344,380,"26,490"
"Total
Operating
Income","41,167","1,758","2,555","1,120","1,073","47,649","35,738","1,480","2,725",717,675,"42,062"
"Total
expenses","21,055","1,649","1,948",954,889,"26,348","17,505","1,425","2,440",856,631,"23,058"
"Profit before
tax","21,779",109,607,166,184,"22,364","18,233",55,285,(139),44,"19,004"
