Column,Name,"Executive/
Non-Executive
Director",Skills,Qualifications,Gender,Age,Appointed,Nationality
,"Prof. Isaac
Macharia","■ Chairperson
■ (cid:49)on-
Executive
Director","■Medical
■Strategic planning
■Leadership
■Business
development","■ Bachelor of Medicine (University of
Nairobi)
■ Bachelor of Surgery (University of
Nairobi)
■ Master of Medicine in
Otorhinolaryngology (University of
Nairobi)
■ Fellow of the College of Surgeons of
East, Central and Southern Africa
(COSECSA)",Male,67,2017,Kenyan
,"Dr. James
Mwangi,
CBS","■ Group
Managing
Director
and Chief
Executive
Officer
■ Executive
Director","■Banking and finance
■Leadership
■Management of
financial institutions","■ BCom (University of Nairobi)
■ Certified Public Accountant (CPA)
■ Doctor of Business Administration
(Kenya Methodist University)
■ Doctor of Humane Letters (Kenyatta
University)
■ Doctor of Entrepreneurship (Jomo
Kenyatta University of Agriculture and
Technology)
■ Doctor of Business Management
(Honours Causa) (Meru University of
Science and Technology)
■ Doctorate of Letters (Africa Nazarene
University)",Male,63,2014,Kenyan
,"(cid:57)i(cid:77)a(cid:92)
Gidoomal","■ (cid:49)on-
Executive
Director","■ Finance
■ Operations
■ Strategic planning
■ Business
development","■ BA (University of Warwick)
■ LLB (University of Warwick",Male,57,2017,Kenyan
,"Dr. Helen
Gichohi
MBS, OGW","■ (cid:49)on-
Executive
Director","■ Leadership
■ International
management of
social impact and
transformational
programmes","■ PhD in Ecology (University of Leicester)
■ MSc (Biology of Conservation)
(University of Nairobi)
■ B.Ed (Sc) in Zoology (Kenyatta
University)",Female,64,2015,Kenyan
,"Dr. Edward
Odundo","■ (cid:49)on-
Executive
Director","■ Strategic
management
■ Marketing
■ Finance
■ Accounting
■ Pension
■ Tax","■ PhD in Business Administration
(Strategic Management) (University of
Nairobi)
■ MBA in Strategic Management and
Marketing (USIU, San Diego)
■ BSc in Finance and Accounting (USIU,
San Diego)",Male,67,2018,Kenyan
,"Jonas
Mushosho","■ (cid:49)on-
Executive
Director","■ Strategic
management
■ Change
management
■ Insurance
■ Organisational
transformation
■ Innovation","■ Bachelor of Computer Science
(University of South Africa)
■ Bachelor’s Degree in Accounting
(University of Zimbabwe)
■ MBA (University of Zimbabwe)
■ Management Development Program
(University of Cape Town Graduate
School of Business)
■ Global Leadership Program (London
Business School)
■ General Management Program
(Harvard Business School)",Male,66,2021,Zimbabwean
,"Dr. Evans
Baiya","■ Independent
(cid:49)on-
Executive
Director","■ Inventor
■ Science,
technology,
engineering,
and innovation
leadership
■ New product
development and
management
■ Business
transformation
using digital
technologies and
big data
■ Technology
transfer and
commercialisation","■ Doctor of (cid:51)hiloso(cid:83)h(cid:92)(cid:30) Engineering and
Technology Management Northcentral
University, Arizona, USA
■ E(cid:91)ecutive (cid:51)rogram(cid:30) Business Strateg(cid:92)
and Intellectual Property, Harvard
Business School, Massachusetts, USA
■ Postgraduate studies in Electrical
Engineering (cid:11)(cid:36)B(cid:55)(cid:12)(cid:30) Boise State
University, Idaho, USA
■ Postgraduate studies in Chemistry
(cid:11)(cid:36)B(cid:55)(cid:12)(cid:30) (cid:44)daho State (cid:56)niversit(cid:92), (cid:44)daho,
USA
■ (cid:48)aster of Business (cid:36)dministration(cid:30)
Northwest Nazarene University, Idaho,
USA
■ Bachelor of Science in Chemistr(cid:92)(cid:30)
Idaho State University, Idaho, USA",Male,50,2022,Kenyan
34,,,,,,,,
