Group,Column,Company,Column
2019,2018,2019,2018
Shs’ millions,Shs’ millions,Shs’ millions,Shs’ millions
,"1,749
3,429
548
2,757
4,375",,
"1,783",,-,
"4,387",,-,
584,,-,
"2,835",,-,
"3,586",,434,
"13,175","12,858",434,
,"(439)
(24)",,
(463),,(275),
33,,-,
(430),(463),(275),
"12,745","12,395",159,
