PRINCIPAL PLACE OF BUSINESS:,"14th Floor, nHiF Building
P.O. Box 75104-00200
nAiROBi"
REGISTERED OFFICE:,"14th Floor, nHiF Building
P.O. Box 75104-00200
nAiROBi"
LAWYERS:,"Coulson Harney Advocates
1st Floor, Block A
nairobi Business Park
ngong Road
P.O. Box 10643-00100
nAiROBi"
BANKERS:,"Central Bank of kenya
P.O. Box 60000 - 00400
nAiROBi"
AUDITORS:,"Ernst & young
kenya-Re towers, upperhill
Off Ragati Road
P.O. Box 44286 - 00100
nAiROBi"
SECRETARY:,"mary Wangari Wamae
14th Floor, nHiF Building
P.O. Box 75104-00200
nAiROBi"
