Group,Column,Company,Column
2014,2013,2014,2013
"221,556","177,363
1,266
5,726
2,255",-,
"1,657
4,631",,"-
-",
"3,260",,-,
"9,548","9,247
(4,760)",-,
"(6,613)",,-,
"2,935","4,487",-,
,"163,085
5,031",,
"203, 343",,-,
"8,665",,-,
"212,008","168,116
(1,240)",-,
(773),,-,
"211, 235","166,876",-,
"214, 170","171,363",-,
