"Less than 3
months",3-6 Months,6-12 Months,1-5 Years,"More than 5
years",Totals
,,,,,"48,120"
,,,,,"241,952"
,,,,,"51,024"
,,,,,189
,,,,,"7,716"
,,,,,"1,345"
,,,,,"350,346"
,,,,,"248,892"
,,,,,"30,724"
,,,,,"279,616"
,,,,,"70,730"
