"Disbursement Count (number) Loan Value Disbursement (KES ""Billion"")
225,457 284,284 353,052 430,186 524,418 623,171 718,507 902,113 1,087,022 1,268,804
+19%
5.4
+22%
4.6
+31%
3.8
+21%
+22%
2.9
+25%
2.4
+22%
1.9
+27%
+25% 1.6
1.3
1.0
0.8
Jan Feb Mar Apr May Jun Jul Aug Sep 23rd Oct
2015 2015 2015 2015 2015 2015 2015 2015 2015 2015"
Cumulative figures
