Group,Column,Company,Column
2014,2013,2014,2013
,"31,108
6,183
(3,842)",,
"33,449",,-,
"5,959",,-,
"(6,151)",,-,
"33,257","33,449",-,
,"9,993
8,826
(7,696)",,
"11,123",,-,
"10,879",,-,
"(6,926)",,-,
(8),,,
44,,,
"15,112","11,123",-,
"48,369","44,572",-,
"15,112","11,123
33,449",-,
"33,257",,-,
"48,369","44,572",-,
