Group,Column,Bank
2012,2011,2012
,"40,298
13,956
3,303
46,338
12,279",
"42,652",,"38,819"
"12,776",,"11,623"
"4,141",,"4,141"
"63,642",,"55,180"
"16,770",,"16,770"
"139,981","116,174","126,533"
