UGX,USD,SSP,GBP,Euro,ZAR,JPY,Others,Total
,,,,,,,,"11,979"
,,,,,,,,72925
,,,,,,,,"3,888"
,,,,,,,,1966
,,,,,,,,39
,,,,,,,,55
,,,,,,,,"75,828"
,,,,,,,,82
,,,,,,,,"166,762"
,,,,,,,,"68,907"
,,,,,,,,"2,756"
,,,,,,,,23
,,,,,,,,"41,495"
,,,,,,,,126
,,,,,,,,(596)
,,,,,,,,"4,668"
,,,,,,,,"117,380"
,,,,,,,,"49,382"
,,,,,,,,"82,689"
,,,,,,,,"71,412"
,,,,,,,,"11,277"
