Column,FY 2024,FY 2025,Growth,"FY 2025
Constant Currency",Growth
Interest Income,170.3,173.6,2%,176.7,4%
Interest Expense,61.6,46.7,-24%,47.3,-23%
NNeett IInntteerreesstt IInnccoommee,110088..77,112266..99,1177%%,112299..44,1199%%
NNoonn--FFuunnddeedd IInnccoommee,8855..11,9900..88,77%%,9933..55,1100%%
TToottaall IInnccoommee,119933..88,221177..77,1122%%,222222..99,1155%%
Loan Loss Provision,20.2,14.5,-28%,14.7,-27%
Staff Costs,33.3,39.6,19%,40.3,21%
Other Operating Expenses,79.6,71.5,-10%,73.6,-7%
TToottaall CCoossttss,113333..11,112255..66,--55%%,112288..66,--33%%
PPrrooffiitt BBeeffoorree TTaaxx,6600..77,9922..11,5522%%,9944..33,5555%%
Tax,11.9,16.6,37%,17.0,42%
PPrrooffiitt AAfftteerr TTaaxx,4488..88,7755..55,5555%%,7777..33,5588%%
PPrrooffiitt AAttttrriibbuuttaabbllee ttoo tthhee Shareholders,4466..55,7722..00,5555%%,7733..55,5588%%
EEaarrnniinnggss PPeerr SShhaarree ((KKeess)),1122..33,1199..11,5555%%,1199..55,5588%%
DDiivviiddeenndd PPeerr SShhaarree ((KKeess)),44..2255,5.75,35%,,
DDiivviiddeenndd PPayout (Kes Billion),16.04,21.70,35%,,
