Column,2013,Column,Column,Column,Column,Column,2012,Column,Column,Column,Column,Column
"In millions
of Kenya
Shillings",Kenya,Uganda,"South
Sudan",Rwanda,Tanzania,Total,Kenya,Uganda,"South
Sudan",Rwanda,Tanzania,Total
"Total
asset","238,194","12,833","23,321","6,204","8,091","277,729","206,023","9,978","19,656","3,392","4,122 2","43,170"
"Net
Interest
Income","23,690","1,004","1,026",344,380,"26,490","22,123",985,488,167,201,"23,964"
"Total
Operating
Income","35,738","1,480","2,725",717,675,"42,062","32,181","1,443","2,425",423,355,"36,828"
"Total
expenses","17,505","1,425","2,440",856,631,"23,058","15,762","1,386","1,343",656,432,"19,650"
"Profit
before tax","18,233",55,285,(139),44,"19,004","16,591",57,"1,082",(233),(77),"17,420"
