2016,Column,2016
,"23,958
3,376
686
145
26
102
2,433
-
2,142",
"24,927",,"11,377"
"3,764",,-
825,,-
150,,-
(63),,-
57,,-
"6,646",,-
-,,"(19,600)"
"1,890",,-
,"32,868
(42,382)
(1,475)
38,926
(83)
4,439",
"38,196",,"8,223"
"(2,821)",,-
"3,884",,34
"33,998",,-
(111),,"7,697"
"(1,617)",,(10)
,"32,293",
"71,529",,(502)
,"(7,926)",
"(7,420)",,(53)
,"24,367",
"64,109",,(555)
,"(4,673)
(2,258)
(67)
2
-
3,211
-
(23,961)
28,247",
"(2,736)",,-
"(2,664)",,-
(237),,-
85,,-
(788),,-
-,,-
-,,"19,600"
"(101,337)",,-
"44,209",,-
,501,
"(63,468)",,"19,600"
,"(6,665)
20,527
(10,517)
(2,142)
-
3,170",
"(7,547)",,"(7,547)"
"16,016",,-
"(12,942)",,-
"(1,890)",,-
-,,"(5,376)"
-,,-
,"4,373",
"(6,363)",,"(12,923)"
,"29,241
468
(3,617)
(7,757)
47,039",
"(5,722)",,"6,122"
(2),,-
"(4,117)",,-
-,,-
"65,374",,"1,890"
,"65,374",
"55,533",,"8,012"
