BOARD MEMBERS,Column,Column,Column,Column,Column,Column,Column,Column,Column,Column
,"Dr.
James
Mwangi","Mr.
John
Staley","Dr. Helen
Gichohi","Mr. Peter
Munga","Mr. David
Ansell","Mr.
Benson
Wairegi","Mrs. Evelyn
Rutagwenda","Mr.
Adil
Popat","Mr.
Deepak
Malik","Mr.
Dennis
Aluanga"
Full Board,4 (5),5 (5),5 (5),5 (5),4 (5),2 (2),5 (5),3 (5),2 (2),4 (5)
Audit Committee,-,-,-,-,2 (2),-,4 (4),3 (4),-,3 (4)
"Governance, Nomina-
tions & Compensation
Committee",4 (4),-,4 (4),2 (4),-,-,3 (4),-,-,3 (4)
"Strategy & Investments
Committee",3 (3),3 (3),-,0 (3),-,-,-,2 (3),1 (1),3 (3)
