Column,Equity Bank (Kenya) Limited,Column,Column,Equity Group Holdings Limited,Column,Column,Column,Column
STATEMENT OF FINANCIAL POSITION AS AT,BANK,,,COMPANY,,,GROUP CONSOLIDATED,
,31st Mar,31st Dec,"31st Mar
2016
Shs. '000'
(Un-Audited)
7,782,967
16,174,119
-
-
41,554,630
26,626,659
24,423,669
2,202,991
14,927,971
14,927,971
-
1,167,775
11,636,972
-
229,474,440
9,970,843
-
-
-
8,494
8,392,203
3,987
3,965,742
2,783,284
-
14,644,449",31st Mar,31st Dec,"31st Mar
2016
Shs. '000'
(Un-Audited)
-
-
-
-
-
-
-
-
-
-
-
6,981,092
-
-
-
342,554
59,345,161
-
-
-
-
-
-
-
50,005",31st Mar,31st Dec
,2015,2015,,2015,2015,,2015,2015
,Shs. '000',Shs. '000',,Shs. '000',Shs. '000',,Shs. '000',Shs. '000'
,(Un-Audited),(Audited),,(Un-Audited),(Audited),,(Un-Audited),(Audited)
,"8,372,318","6,284,864",,-,-,,"12,101,494","10,540,438"
,"11,746,519","24,422,525",,-,-,,"11,746,519","24,313,838"
,"-
-","-
-",,"-
-","-
-",,"-
-","-
-"
,"35,618,234","34,330,074",,-,-,,"48,911,563","42,775,489"
,"20,712,691
18,613,541","20,430,871
18,227,880",,"-
-","-
-",,"33,780,843
20,712,691","28,465,519
18,227,880"
,"2,099,150","2,202,991",,-,-,,"13,068,152","10,237,639"
,"14,905,543
14,905,543","13,899,203
13,899,203",,"-
-","-
-",,"15,130,720
14,923,575","14,309,970
13,916,445"
,-,-,,-,-,,"207,145","393,525"
,"8,859,356","2,193,439",,"1,752,996","1,890,232",,"8,899,444","2,074,349"
,"11,488,194","14,360,868",,-,-,,"29,247,580","33,241,361"
,-,"293,547",,-,-,,"76,758","838,894"
,"195,503,777","225,036,662",,-,-,,"224,756,281","269,892,942"
,"1,666,550","3,303,119",,"164,374","8,318,078",,"309,837","271,751"
,-,-,,-,,,-,-
,-,-,,"54,799,197","59,345,161",,-,-
,-,-,,-,-,,-,-
,"8,494","8,494",,-,-,,"8,494","8,494"
,"8,175,258","8,844,622",,-,-,,"11,354,247","14,056,498"
,"4,034","3,999",,-,-,,"159,774","28,040"
,"2,810,565","3,824,242",,-,-,,"4,288,699","4,584,782"
,"2,269,352","2,783,284",,-,-,,"3,098,343","3,019,546"
,-,-,,-,-,,-,-
,"14,365,999","15,639,579",,-,"33,459",,"17,566,097","22,416,093"
,"300,888,650","341,329,318","347,559,904","56,716,567","69,586,931","66,718,812","372,525,130","428,062,514"
,,,"243,260,863
946,290
-
6,176,128
37,216,045
-
1,702,326
-
-
-
6,132,278",,,"-
-
-
-
-
-
2,478,425
141,309
4,638,210
-
-
11,080",,
