,-,-,,-,-,,-,-
,"224,626,787
1,412,173","236,609,649
565,208",,"-
-","-
-",,"276,754,774
1,412,173","302,168,588
1,037,200"
,"-
18,414
25,349,439","-
8,577,750
33,587,610",,"-
-
-","-
-
-",,"-
-
26,179,444","-
8,577,750
34,316,937"
,-,"8,108,043",,"441,332","2,475,408",,-,-
,"1,613,821",-,,"460,935","137,251",,"2,210,571","269,459"
,-,-,,"65,018",-,,"65,018",-
,-,-,,-,-,,"1,162","59,486"
,-,-,,-,-,,-,-
,"3,602,903","6,441,445",,-,"11,080",,"4,982,986","9,496,679"
,"256,623,537","293,889,704","295,433,929","967,285","2,623,738","7,269,024","311,606,128","355,926,099"
,,,"30,000,000
9,964,132
(1,440,225)
12,352,705
1,249,363
-
-
-",,,"1,886,837
16,062,607
-
41,500,344
-
-
-",,
,"30,000,000","30,000,000",,"1,851,388","1,886,837",,"1,851,388","1,886,837"
,"9,964,132","9,964,132",,"12,161,021","16,062,607",,"12,161,021","16,062,607"
,"(234,430)","(1,469,084)",,-,-,,"(1,307,685)","(7,836,506)"
,"3,766,199","7,695,203",,"41,736,873","41,466,399",,"47,248,075","52,217,024"
,"769,212","1,249,363",,-,-,,"966,203","1,615,305"
,-,-,,-,-,,-,-
,-,-,,-,"7,547,350",,-,"7,547,350"
,-,-,,-,,,-,"643,798"
,"44,265,113","47,439,613","52,125,975","55,749,282","66,963,193","59,449,789","60,919,002","72,136,415"
,"300,888,650","341,329,318","347,559,904","56,716,567","69,586,931","66,718,812","372,525,130","428,062,514"
,,,"9,465,508
1,017,086
205,904
44,950",,,"-
-
19,466",,
STATEMENT OF PROFIT OR LOSS AND OTHER COMPREHENSIVE INCOME,,,,,,,,
,"7,299,680","32,940,737",,-,-,,"8,284,824","37,909,498"
,"846,649","3,582,938",,-,-,,"1,026,427","4,380,863"
,"108,765
6,464","676,359
71,773",,"-
122,033","200,817",,"159,248
231","1,054,122
109,984"
,"8,261,558","37,271,807","10,733,448","122,033","200,817","19,466","9,470,730","43,454,466"
,,,"1,356,199
6,082
428,519",,,"-
-
-",,
,"1,166,460","5,669,197",,-,-,,"1,447,317","6,898,327"
,"20,033","153,336",,-,-,,"47,580","291,498"
,"363,291","1,962,392",,-,-,,"357,836","2,141,077"
,"1,549,784","7,784,925","1,790,800",-,-,-,"1,852,733","9,330,902"
,"6,711,774","29,486,882","8,942,648","122,033","200,817","19,466","7,617,997","34,123,565"
,,,"815,740
1,879,224
624,873
-
144,370",,,"-
-
-
-
24,476",,
,"1,184,083","4,747,473",,-,-,,"1,299,361","5,199,653"
,"1,934,852","7,992,535",,-,-,,"2,420,698","11,147,606"
,"772,604","1,901,177",,-,-,,"1,154,771","2,946,453"
,-,-,,-,"8,300,000",,-,-
,"116,154","589,009",,-,"18,078",,"744,887","2,645,347"
,"4,007,693","15,230,193","3,464,208",-,"8,318,078","24,476","5,619,717","21,939,059"
,"10,719,467","44,717,076","12,406,856","122,033","8,518,896","43,941","13,237,714","56,062,624"
,,,"382,029
2,197,054
-
306,778
722,835
153,949",,,"-
-
-
-
-",,
,"218,802","1,273,638",,-,-,,"346,121","2,433,181"
,"1,956,467","7,692,337",,-,-,,"2,464,485","10,291,398"
,"6,436","24,977",,-,-,,"19,039","58,727"
,"294,576","1,186,734",,-,-,,"478,226","2,270,136"
,"595,581
184,816","2,641,453
573,255",,"-
-",-,,"753,994
191,708","3,257,131
683,148"
,"2,082,504
5,339,182","8,936,728
22,329,123","1,990,636
5,753,280","21,333
21,333","696,722
696,722","5,937
5,937","2,875,599
7,129,172","13,111,215
32,104,935"
,"5,380,285","22,387,953","6,653,576
-
-","100,701","7,822,174","38,004
-
-","6,108,542","23,957,689"
,-,-,,-,-,,-,-
,-,-,,-,-,,-,-
,"5,380,285","22,387,953","6,653,576","100,701","7,822,174","38,004","6,108,542","23,957,689"
,"(1,614,085)","(6,726,532)","(1,996,073)
-",-,-,"(11,401)
-","(1,813,395)","(7,272,542)"
,-,"513,933",,-,-,,-,"641,853"
,"3,766,200","16,175,353","4,657,503","100,701","7,822,174","26,603","4,295,147","17,327,000"
,-,-,-,-,-,-,-,"23,562"
,"3,766,200","16,175,353","4,657,503","100,701","7,822,174","26,603","4,295,147","17,303,438"
,,,"-
(28,859)
-
-
-",,,"-
-
-
-
-",,
,-,-,,-,-,,"(330,399)","(5,752,592)"
,"(234,430)","(1,083,947)",,-,-,,"(234,430)","(1,107,796)"
,-,-,,-,-,,-,-
,-,-,,-,-,,-,-
,-,-,,-,-,,-,-
,"(234,430)","(1,083,947)","(28,859)",-,-,-,"(564,829)","(6,860,388)"
,"3,531,770","15,091,407","4,628,644","100,701","7,822,174","26,603","3,730,318","10,443,051"
,,,"1.26
-
8,248,531
1,674,141",,,"0.01
-
-
-",,
,1.02,4.37,,0.03,2.11,,1.16,4.68
,-,-,,-,-,,-,2.00
OTHER DISCLOSURES,,,,,,,,
,"8,037,479","6,832,277",,-,-,,"10,058,970","9,078,750"
,"1,980,070","1,591,160",,-,-,,"2,199,245","1,751,088"
,"6,057,409","5,241,117","6,574,390",-,-,-,"7,859,725","7,327,662"
,"3,242,486","2,766,282","3,043,325
3,531,065
2,834,697",-,-,"-
-
-","4,161,970","3,746,234"
,"2,814,923","2,474,835",,-,-,,"3,697,755","3,581,428"
,"2,332,870","2,099,497",,-,-,,"3,215,702","3,146,485"
,"482,053","375,338","696,368",-,-,-,"482,053","434,943"
,,,"2,374,258
5,585,120",,,"-
-",,
,"1,066,148","1,726,191",,-,-,,"1,066,148","1,726,191"
,"6,196,204","5,846,883",,-,-,,"6,604,428","6,281,162"
,"7,262,352","7,573,075","7,959,378",-,-,-,"7,670,576","8,007,354"
,,,"19,877,248
38,371,279
5,694,789",,,"-
-
-",,
,"19,378,356","17,740,598",,-,-,,"22,311,551","20,435,598"
,"87,425","27,888,620",,-,-,,"87,425","27,991,164"
,"4,095,570","5,609,818",,-,-,,"4,095,570","5,609,818"
,"23,561,351","51,239,036","63,943,317",-,-,-,"26,494,546","54,036,581"
,,,"49,988,086
1,000,000",,,"-
-",,
,"41,847,231","47,659,335",,-,-,,"52,196,014","70,166,468"
,"1,000,000","1,000,000",,-,-,,"3,173,924","3,679,718"
,"40,847,231","46,659,335","48,989,737",-,-,-,"49,022,090","66,486,750"
,"6,212,474","5,227,536","4,586,176",-,-,-,"6,473,074","5,593,479"
,"48,059,706
285,595,971","52,886,871
325,483,654","54,575,913
338,895,732","-
-","-
-","-
-","58,669,088
321,525,279","75,759,947
375,684,698"
,,,"20.5%
10.5%",,-,"-
-",,
,18.5%,20.1%,,-,-,,18.8%,23.1%
,8.0%,10.5%,,-,-,,8.0%,8.0%
,10.5%,9.6%,10.0%,-,-,-,10.8%,15.1%
,14.7%,14.6%,"14.8%
10.5%",-,-,"-
-",16.2%,18.7%
,10.5%,10.5%,,-,-,,10.5%,10.5%
,"4.2%
16.8%","4.1%
16.2%","4.3%
16.1%","-
-","-
-","-
-","5.7%
18.2%","8.2%
20.2%"
,"14.5%
2.3%","14.5%
1.7%","14.5%
1.6%
29.4%
20.0%","-
-","-
-","-
-
-
-","14.5%
3.7%","14.5%
5.7%"
,"32.9%
20.0%","29.1%
20.0%",,"-
-","-
-",,"39.3%
20.0%","33.2%
20.0%"
,12.9%,9.1%,9.4%,-,-,-,19.3%,13.2%
