2015,Column,2015
,"48,218
214,170
48,369
189
15,983
123
-
10,528
106
3,425
887
2,574",
"70,170",,"1,890"
"269,893",,-
"42,775",,-
272,,"8,318"
"19,322",,35
839,,-
-,,"59,345"
"14,056",,-
28,,-
"4,585",,-
"3,103",,-
"3,019",,-
"428,062","344,572","69,588"
,"245,582
463
-
4,507
30,242
2",
"303,206",,-
270,,138
-,,"2,475"
"9,496",,11
"42,895",,-
59,,-
"355,926","280,796","2,624"
,"1,851
12,161
43,055
(357)
1,020
(506)
(113)
6,665
-",
"1,887",,"1,887"
"16,063",,"16,063"
"52,216",,"41,467"
"(1,465)",,-
"1,615",,-
"(6,258)",,-
(113),,-
"7,547",,"7,547"
644,,-
"72,136","63,776","66,964"
"428,062","344,572","69,588"
