UGX,USD,SSP,GBP,Euro,ZAR,JPY,Others,Tota
,,,,,,,,"19,743"
,,,,,,,,"46,348"
,,,,,,,,"11,396"
,,,,,,,,"2,694"
,,,,,,,,173
,,,,,,,,45
,,,,,,,,"2,224"
,,,,,,,,66
,,,,,,,,"82,689"
,,,,,,,,"46,593"
,,,,,,,,"24,055"
,,,,,,,,66
,,,,,,,,999
,,,,,,,,156
,,,,,,,,515
,,,,,,,,58
,,,,,,,,"71,412"
,,,,,,,,"11,277"
,,,,,,,,"67,117"
,,,,,,,,"56,217"
,,,,,,,,"10,900"
