Group,Column,Bank
2011,2010,2011
,"33,401
9,039
2,598
20,692
14,405",
"40,298",,"37,563"
"13,956",,"13,419"
"3,303",,"3,302"
"27,211",,"22,983"
"31,406",,"31,506"
"116,174","80,135","108,773"
