Group,Column,Company,Column
2014,2013,2014,2013
"17,151","13,278
(40)
(157)
187
-","16,836",
137,,-,
-,,-,
345,,345,
142,,-,
624,(10),345,
"17,775","13,268","17,181",
"17,775","13,268","17,181",
