Stage 1,Stage 2,Stage 3,Column
12 month ECL,Lifetime ECL,Lifetime ECL,Total
Shs’ millions,Shs’ millions,Shs’ millions,Shs’ millions
-,-,"18,376","18,376"
-,-,"70,521","70,521"
-,-,"20,835","20,835"
-,-,"109,732","109,732"
-,-,"(60,674)","(60,674)"
-,-,"49,058","49,058"
"713,820",-,-,"713,820"
-,"67,105",-,"67,105"
"713,820","67,105",-,"780,925"
"(6,680)","(7,434)",-,"(14,114)"
"707,140","59,671",-,"766,811"
,,,"815,869"
,,,"6,463"
,,,"(3,096)"
,,,"3,367"
,,,"819,236"
