USD,GBP,Euro,ZAR,JPY,Others,Total
,,,,,,"6,354"
,,,,,,"26,989"
,,,,,,301
,,,,,,351
,,,,,,"33,995"
,,,,,,"9,146"
,,,,,,"21,856"
,,,,,,84
,,,,,,236
,,,,,,"31,322"
,,,,,,"2,673"
,,,,,,"30,765"
,,,,,,"26,456"
,,,,,,"4,309"
