"31st Mar 2013
Shs. ‘000’ (Un-audited)","31st Mar 2012 31st Dec 2012
Shs. ‘000’ (Un-audited) Shs. ‘000’ (Audited)
6,544,558 27,471,533
670,211 3,020,913
89,801 271,147
17,257 84,354","31st Mar 2013
Shs. ‘000’ (Un-audited)"
"6,444,520",,"7,083,685"
"763,876",,"852,785"
"72,237",,"21,279"
729,,"29,049"
"7,281,362","7,321,827 30,847,947","7,986,798"
,"1,190,834 5,166,764
87,402 258,598
347,714 1,458,452",
"628,043",,"726,031"
766,,"68,842"
"396,425",,"319,742"
"1,025,234","1,625,950 6,883,8154","1,114,615"
"6,256,128","5,695,877 23,964,133","6,872,183"
,"884,284 3,560,952
1,524,619 6,309,445
632,335 1,900,459
4,845 5,195
271,979 1,087,295",
"849,215",,"951,025"
"1,314,030",,"1,601,890"
"193,908",,"438,423"
-,,"6,927"
"73,150",,"337,418"
"2,430,303","3,318,062 12,863,346","3,335,683"
"8,686,431","9,013,939 36,827,479","10,207,866"
,"728,830 1,608,316
2,050,458 7,145,470
9,648 26,887
392,747 1,460,912
442,473 2,028,220
66,224 287,775
1,622,223 7,021,225",
"642,627",,"681,674"
"1,641,714",,"1,975,170"
"5,304",,"8,172"
"238,030",,"414,293"
"445,606",,"540,277"
"77,895",,"79,567"
"1,632,693",,"2,039,621"
"4,683,869","5,312,603 19,578,805","5,738,774"
"4,002,562","3,701,336 17,248,674","4,469,092"
-,"33,201 170,733","46,980"
"4,002,562","3,734,537 17,419,407","4,516,072"
"(1,200,768)","(1,097,576) (5,878,980)
- 539,828","(1,302,050)"
-,,-
"2,801,794","2,636,961 12,080,255","3,214,022"
,"(352,511) (74,000)
(2,620) 330,281
- (2,298)
- -
- -",
-,,"(347,741)"
"(356,616)",,"(356,616)"
-,,-
-,,-
-,,-
"(356,616)","(355,131) 253,983","(704,357)"
"2,445,178","2,281,831 12,334,237","2,509,665"
