Group,Column,Bank,Column
2013,2012,2013,2012
,"1,851
12,161
25,088
(887)
(1,457)",,
"1,851",,"1,851",
"12,161",,"12,161",
"32,590",,"31,272",
(887),,-,
"(1,574)",,"(10,526)",
"44,141","36,756","34,758",
,"567
14,762",,
735,,579,
"8,814",,"8,814",
"9,549","15,329","9,393",
"53,690","52,085","44,151",
"208,849",,"187,346",
26%,,24%,
21%,,19%,
