USD,GBP,Euro,ZAR,JPY,Others,Total
,,,,,,400
,,,,,,"46,172"
,,,,,,"1,438"
,,,,,,"48,010"
,,,,,,"16,687"
,,,,,,25
,,,,,,"2,111"
,,,,,,"18,824"
,,,,,,"29,185"
,,,,,,"33,995"
,,,,,,"31,322"
,,,,,,"2,673"
