latoT,"snoillim
’shS","215,53",162,"195,3",-,")612,2(","841,73","632,52",)98(,"240,3",-,")270,2(","711,62","130,11"
"-orp sserg
-ni-kroW","snoillim
’shS",492,)22(,"903,1",)012(,-,"173,1",-,-,-,-,-,"173,1","173,1"
"llec snav
egalliV
gniknab","snoillim
’shS",301,-,-,-,-,301,301,-,-,-,-,301,-
sretupmoC,"snoillim
’shS","049,31",)12(,"330,1",151,)243(,"167,41","528,11",)7(,"681,1",-,)403(,"007,21","160,2"
",tnempiuqE & sgnittif
erutinruf","snoillim
’shS","115,7",)82(,426,-,")770,1(","030,7","228,4",)12(,408,)31(,)279(,"026,4","014,2"
rotoM selcihev,"snoillim
’shS",784,)3(,531,-,)25(,765,-,)2(,36,-,)25(,173,691
dlohesaeL stnemevorpmi,"snoillim
’shS","406,11",913,674,95,)547(,"317,11","240,8",)26(,659,31,)447(,"502,8","805,3"
"dnal sgnidliub
dloheerF
&","snoillim
’shS","375,1",61,41,-,-,"306,1",28,3,33,-,-,811,"584,1"
