"GROUP
31/12/2008
Shs. 000
(Audited)
3,652,137
2,468,490
4,329,659
88,774
5,160,775
1,162,111
8,145,450
13,312
44,193,749
-
-
1,155,562
51,000
-
11,269
4,824,261
4,101
1,465,428
-
-
2,110,726",Column,"BANK
31/12/2008
Shs. 000
(Audited)
3,395,811
2,468,490
4,329,659
-
5,160,775
669,833
8,145,450
-
40,857,796
-
182,373
1,155,562
2,976,191
-
11,269
4,258,579
4,101
347,797
-
3,171,840"
"78,836,806","53,129,247","77,135,526"
"-
50,334,525
-
899
-
6,463,137
-
513,730
-
94,144
-
1,892,567","-
31,535,515
-
53,321
-
4,521,390
-
209,036
-
44,876
-
1,848,440","-
48,977,136
-
899
-
6,166,630
-
513,730
-
67,024
-
1,750,185"
"59,299,002","38,212,578","57,475,603"
"1,851,388
12,161,021
(349,321)
4,455,467
308,416
1,110,833
-","1,811,050
10,543,037
12,216
1,754,072
252,906
543,387
-","1,851,388
12,161,021
(112,216)
4,340,480
308,416
1,110,833
-"
"19,537,804","14,916,668","19,659,923"
"78,836,806","53,129,247","77,135,526"
"6,175,508
1,540,590
262,924","2,512,419
545,508
196,711","5,357,338
1,540,590
270,713
-"
"7,979,022","3,254,638","7,168,641"
"552,339
22,824
787,064","244,580
2,630
247,314","517,424
22,824
676,382"
"1,362,228","494,525","1,216,630"
"6,616,794","2,760,113","5,952,011"
"1,869,197
3,281,099
754,405
-
83,874","883,253
1,948,878
147,376
-
82,981","1,679,039
3,154,891
707,951
-
62,440"
"5,988,575","3,062,488","5,604,320"
"12,605,369
1,019,626
2,937,836
16,661
375,428
649,375
99,779
2,518,461","5,822,601
(25,341)
1,453,471
16,094
181,867
357,508
65,673
1,409,511","11,556,331
875,061
2,567,458
16,661
356,700
615,671
95,648
2,272,530"
"7,617,167","3,458,783","6,799,729"
"4,988,203
34,083
5,022,286
(1,062,599)
(49,404)
3,910,283","2,363,818
14,702
2,378,520
(454,278)
(33,959)
1,890,283","4,756,601
34,083
4,790,684
(1,015,653)
(22,389)
3,752,643"
"2,754,750
222,980","1,197,938
209,134","2,443,666
215,979"
"2,531,770","988,804","2,227,687"
"750,111
1,781,659
1,781,659
-
208,753
956,678","205,758
783,046
783,046
-
147,967
444,375","649,661
1,578,026
1,578,026
-
207,434
900,428"
"1,165,431","592,342","1,107,862"
"1,889,017
8,517","2,758,326
8,517","1,889,017
8,517"
"1,897,534","2,766,843","1,897,534"
,,"14,272,336
250,000
14,022,336
5,637,234
19,909,570
48,833,994"
,,"29%
8%
21%
29%
8%
21%
41%
12%
29%"
,,"47%
20%
27%"
