Group,Column,Bank,Column
2013,2012,2013,2012
,"7,595
16,027
(13,959)
(124)
454",,
"9,993",,"9,993",
"8,826",,"8,826",
"(7,726)",,"(7,596)",
(157),,(157),
187,,159,
"11,123","9,993","11,223",
"44,571","41,101","32,949",
