"2013
KShs.‘000
(280,955)"
"292,852"
"53,347
239,505"
"1,123,686"
"316,783"
"475,264
(142,579)
(39,819)
23,917"
"977
(149,007)
954,933
1,135,583"
"475,264
(142,579)
(39,819)"
"292,866
23,917"
"316,783"
