Year,Pre 2018,2018,2019,2020,2021,2022,2023,2024,Total
,Shs’000,Shs’000,Shs’000,Shs’000,Shs’000,Shs’000,Shs’000,Shs’000,Shs’000
,,,,,,,,"304,057",
,,,,,,,,-,
,,,,,,,,-,
,,,,,,,,-,
,,,,,,,,-,
,,,,,,,,-,
,,,,,,,,-,
,,,,,,,,-,
,,,,,,,,"304,057",
,,,,,,,,"(53,404)",
,,,,,,,,"17,612",
,,,,,,,,"117,370",
,,,,,,,,"3,507",
,,,,,,,,"389,142",
