Group,Column
2024,2023
KShs.‘000,KShs.‘000
,"209,671
-"
"209,671",
"1,813",
"211,484","209,671"
,"(178,008)
( 23,123)"
"(201,131)",
"( 9,266)",
"( 210,397)","( 201,131)"
"1,087","8,540"
