Year ended 31 December 2016,Motor vehicles,Computer equipment,Furniture and equipment,Total
,KShs.’000,KShs.’000,KShs.’000,KShs.’000
,"15,596","180,992","272,263","468,851"
,-,"14,453","72,717","87,170"
,"15,596","195,445","344,980","556,021"
,"(15,572)","(162,416)","(156,725)","(334,713)"
,(24),"(15,503)","(28,710)","(44,237)"
,"(15,596)","(177,919)","(185,435)","(378,950)"
,24,"18,576","115,538","134,138"
,-,"17,526","159,545","177,071"
