(ii) Maturity analysis of long term policy liabilities:,Column,Column,Column,Column,Column
,< 1 year,1-5 years,>5 years,open ended,Total
,KShs.‘000,KShs.‘000,KShs.‘000,KShs.‘000,KShs.‘000
,,"2,143,761",,-,
,"1,141,697",,"604,650",,"3,890,109"
,,"1,291,856
3,645,934",,"-
191,431",
,"357,450",,"1,736,247",,"3,385,553"
,"1,262,485",,"6,972,317",,"12,072,166"
,"1,619,935","4,937,789
-","8,708,564","191,431
1,546,627","15,457,719"
,-,,-,,"1,546,627"
,"2,761,632","7,081,551","9,313,214","1,738,058","20,894,455"
,,"2,987,534",,,
,"1,022,212",,"1,063,704",,"5,073,450"
,,"1,064,022
3,475,508",,"-
190,379",
,"47,809",,"1,640,070",,"2,751,901"
,"1,293,864",,"5,873,365",,"10,833,116"
,"1,341,673","4,539,530
-","7,513,435","190379
1,131,718","13,585,017"
,-,,-,,"1,131,718"
,"2,363,885","7,527,064","8,577,139","1,322,097","19,790,185"
