Group:,Column,Column,Column,Column,Column
,Government,Services,Financial Services,Others,Tot
,KShs.’000,KShs.’000,KShs.’000,KShs.’000,KShs.’00
,"22,012,625","-
-
-
-
-
-
-
-",-,"-
-
-
99,436
197,281
3,602
191,197
-","22,012,62"
,-,,"1,360,653",,"1,360,65"
,-,,"1,148,029",,"1,148,02"
,-,,-,,"99,43"
,-,,-,,"197,28"
,-,,-,,"3,60"
,-,,-,,"191,19"
,-,,"2,146,452",,"2,146,45"
,"22,012,625",-,"4,655,134","491,516","27,159,27"
,,"-
-",,"26,434
-",
,-,,-,,"26,43"
,-,,"5,220",,"5,22"
,-,-,"5,220","26,434","31,65"
