Column,2024,2023
,KShs. ‘000,KShs. ‘000
,"1,237,562","2,980,911"
,"537,865","1,364,102"
,"2,961,620",-
,-,"(3,969,778)"
,"(2,858,935)",-
,"(1,347,362)","( 181,877)"
,"530,750","193,358"
Summarised statement of comprehensive income,,
,"2,810,845","2,823,187"
,"(1,845,896)","(1,100,414)"
,"( 592,089)","(1,029,275)"
,"372,860","693,498"
,,"254,546
( 27,309)
( 104,519)
-"
,"371,045",
,"( 34,302)",
,645,
,-,
,"337,388","122,718"
