"Number of %
Shares held"
"22,119,653 46.08
3,877,745 8.08
3,380,652 7.04
2,535,963 5.28
2,025,028 4.22
1,767,255 3.68
921,440 1.92
899,977 1.87
630,000 1.31
430,855 0.90
394,984 0.82
269,357 0.56
262,962 0.55
223,567 0.47
223,117 0.46
223,117 0.46
223,117 0.46
207,291 0.43
177,174 0.37
154,240 0.32"
"40,947,524 85.31"
"48,000,000"
